 7.00000000e-01  2.08931696e-02 
 7.10000000e-01  2.60172612e-02 
 7.20000000e-01  3.23751779e-02 
 7.30000000e-01  4.02515445e-02 
 7.40000000e-01  4.99899145e-02 
 7.50000000e-01  6.20013522e-02 
 7.60000000e-01  7.67722538e-02 
 7.70000000e-01  9.48700189e-02 
 7.80000000e-01  1.16944504e-01 
 7.90000000e-01  1.43722380e-01 
 8.00000000e-01  1.75990680e-01 
 8.10000000e-01  2.14565260e-01 
 8.20000000e-01  2.60239951e-01 
 8.30000000e-01  3.13713578e-01 
 8.40000000e-01  3.75495349e-01 
 8.50000000e-01  4.45794842e-01 
 8.60000000e-01  5.24410515e-01 
 8.70000000e-01  6.10638536e-01 
 8.80000000e-01  7.03228425e-01 
 8.90000000e-01  8.00409501e-01 
 9.00000000e-01  8.99185023e-01 
 9.10000000e-01  1.00000000e+00 
 9.20000000e-01  1.09677158e+00 
 9.30000000e-01  1.18936146e+00 
 9.40000000e-01  1.27558949e+00 
 9.50000000e-01  1.35420516e+00 
 9.60000000e-01  1.42450465e+00 
 9.70000000e-01  1.48628642e+00 
 9.80000000e-01  1.53976005e+00 
 9.90000000e-01  1.58543474e+00 
 1.00000000e+00  1.62400932e+00 
 1.01000000e+00  1.65627762e+00 
 1.02000000e+00  1.68305550e+00 
 1.03000000e+00  1.70512998e+00 
 1.04000000e+00  1.72322775e+00 
 1.05000000e+00  1.73956060e+00 
 1.06000000e+00  1.75130214e+00 
 1.07000000e+00  1.76081044e+00 
 1.08000000e+00  1.76849322e+00 
 1.09000000e+00  1.77468990e+00 
 1.10000000e+00  1.77968078e+00 
