 1.00000000e+00 -8.61489105e+01 
 1.05925373e+00 -8.61489105e+01 
 1.12201845e+00 -8.61489105e+01 
 1.18850223e+00 -8.61489105e+01 
 1.25892541e+00 -8.61489105e+01 
 1.33352143e+00 -8.61489105e+01 
 1.41253754e+00 -8.61489106e+01 
 1.49623566e+00 -8.61489106e+01 
 1.58489319e+00 -8.61489106e+01 
 1.67880402e+00 -8.61489106e+01 
 1.77827941e+00 -8.61489106e+01 
 1.88364909e+00 -8.61489106e+01 
 1.99526231e+00 -8.61489106e+01 
 2.11348904e+00 -8.61489106e+01 
 2.23872114e+00 -8.61489106e+01 
 2.37137371e+00 -8.61489106e+01 
 2.51188643e+00 -8.61489106e+01 
 2.66072506e+00 -8.61489106e+01 
 2.81838293e+00 -8.61489106e+01 
 2.98538262e+00 -8.61489106e+01 
 3.16227766e+00 -8.61489106e+01 
 3.34965439e+00 -8.61489106e+01 
 3.54813389e+00 -8.61489106e+01 
 3.75837404e+00 -8.61489106e+01 
 3.98107171e+00 -8.61489106e+01 
 4.21696503e+00 -8.61489106e+01 
 4.46683592e+00 -8.61489106e+01 
 4.73151259e+00 -8.61489107e+01 
 5.01187234e+00 -8.61489107e+01 
 5.30884444e+00 -8.61489107e+01 
 5.62341325e+00 -8.61489107e+01 
 5.95662144e+00 -8.61489107e+01 
 6.30957344e+00 -8.61489107e+01 
 6.68343918e+00 -8.61489108e+01 
 7.07945784e+00 -8.61489108e+01 
 7.49894209e+00 -8.61489108e+01 
 7.94328235e+00 -8.61489108e+01 
 8.41395142e+00 -8.61489109e+01 
 8.91250938e+00 -8.61489109e+01 
 9.44060876e+00 -8.61489110e+01 
 1.00000000e+01 -8.61489110e+01 
 1.05925373e+01 -8.61489111e+01 
 1.12201845e+01 -8.61489112e+01 
 1.18850223e+01 -8.61489112e+01 
 1.25892541e+01 -8.61489113e+01 
 1.33352143e+01 -8.61489114e+01 
 1.41253754e+01 -8.61489115e+01 
 1.49623566e+01 -8.61489116e+01 
 1.58489319e+01 -8.61489118e+01 
 1.67880402e+01 -8.61489119e+01 
 1.77827941e+01 -8.61489121e+01 
 1.88364909e+01 -8.61489123e+01 
 1.99526231e+01 -8.61489125e+01 
 2.11348904e+01 -8.61489127e+01 
 2.23872114e+01 -8.61489130e+01 
 2.37137371e+01 -8.61489133e+01 
 2.51188643e+01 -8.61489136e+01 
 2.66072506e+01 -8.61489140e+01 
 2.81838293e+01 -8.61489144e+01 
 2.98538262e+01 -8.61489149e+01 
 3.16227766e+01 -8.61489154e+01 
 3.34965439e+01 -8.61489160e+01 
 3.54813389e+01 -8.61489167e+01 
 3.75837404e+01 -8.61489174e+01 
 3.98107171e+01 -8.61489183e+01 
 4.21696503e+01 -8.61489192e+01 
 4.46683592e+01 -8.61489203e+01 
 4.73151259e+01 -8.61489215e+01 
 5.01187234e+01 -8.61489228e+01 
 5.30884444e+01 -8.61489243e+01 
 5.62341325e+01 -8.61489260e+01 
 5.95662144e+01 -8.61489278e+01 
 6.30957344e+01 -8.61489300e+01 
 6.68343918e+01 -8.61489323e+01 
 7.07945784e+01 -8.61489350e+01 
 7.49894209e+01 -8.61489380e+01 
 7.94328235e+01 -8.61489413e+01 
 8.41395142e+01 -8.61489451e+01 
 8.91250938e+01 -8.61489493e+01 
 9.44060876e+01 -8.61489540e+01 
 1.00000000e+02 -8.61489593e+01 
 1.05925373e+02 -8.61489653e+01 
 1.12201845e+02 -8.61489719e+01 
 1.18850223e+02 -8.61489794e+01 
 1.25892541e+02 -8.61489878e+01 
 1.33352143e+02 -8.61489973e+01 
 1.41253754e+02 -8.61490079e+01 
 1.49623566e+02 -8.61490197e+01 
 1.58489319e+02 -8.61490330e+01 
 1.67880402e+02 -8.61490480e+01 
 1.77827941e+02 -8.61490648e+01 
 1.88364909e+02 -8.61490836e+01 
 1.99526231e+02 -8.61491047e+01 
 2.11348904e+02 -8.61491284e+01 
 2.23872114e+02 -8.61491549e+01 
 2.37137371e+02 -8.61491848e+01 
 2.51188643e+02 -8.61492182e+01 
 2.66072506e+02 -8.61492557e+01 
 2.81838293e+02 -8.61492978e+01 
 2.98538262e+02 -8.61493451e+01 
 3.16227766e+02 -8.61493981e+01 
 3.34965439e+02 -8.61494575e+01 
 3.54813389e+02 -8.61495242e+01 
 3.75837404e+02 -8.61495991e+01 
 3.98107171e+02 -8.61496830e+01 
 4.21696503e+02 -8.61497772e+01 
 4.46683592e+02 -8.61498828e+01 
 4.73151259e+02 -8.61500014e+01 
 5.01187234e+02 -8.61501343e+01 
 5.30884444e+02 -8.61502834e+01 
 5.62341325e+02 -8.61504507e+01 
 5.95662144e+02 -8.61506383e+01 
 6.30957344e+02 -8.61508487e+01 
 6.68343918e+02 -8.61510847e+01 
 7.07945784e+02 -8.61513494e+01 
 7.49894209e+02 -8.61516462e+01 
 7.94328235e+02 -8.61519790e+01 
