 1.00000000e+00  1.66218224e+02 
 1.05925373e+00  1.65435420e+02 
 1.12201845e+00  1.64612255e+02 
 1.18850223e+00  1.63747363e+02 
 1.25892541e+00  1.62839458e+02 
 1.33352143e+00  1.61887359e+02 
 1.41253754e+00  1.60890018e+02 
 1.49623566e+00  1.59846551e+02 
 1.58489319e+00  1.58756274e+02 
 1.67880402e+00  1.57618737e+02 
 1.77827941e+00  1.56433763e+02 
 1.88364909e+00  1.55201484e+02 
 1.99526231e+00  1.53922381e+02 
 2.11348904e+00  1.52597321e+02 
 2.23872114e+00  1.51227586e+02 
 2.37137371e+00  1.49814904e+02 
 2.51188643e+00  1.48361465e+02 
 2.66072506e+00  1.46869937e+02 
 2.81838293e+00  1.45343465e+02 
 2.98538262e+00  1.43785656e+02 
 3.16227766e+00  1.42200559e+02 
 3.34965439e+00  1.40592622e+02 
 3.54813389e+00  1.38966645e+02 
 3.75837404e+00  1.37327707e+02 
 3.98107171e+00  1.35681101e+02 
 4.21696503e+00  1.34032241e+02 
 4.46683592e+00  1.32386581e+02 
 4.73151259e+00  1.30749521e+02 
 5.01187234e+00  1.29126320e+02 
 5.30884444e+00  1.27522017e+02 
 5.62341325e+00  1.25941353e+02 
 5.95662144e+00  1.24388711e+02 
 6.30957344e+00  1.22868064e+02 
 6.68343918e+00  1.21382943e+02 
 7.07945784e+00  1.19936407e+02 
 7.49894209e+00  1.18531043e+02 
 7.94328235e+00  1.17168959e+02 
 8.41395142e+00  1.15851803e+02 
 8.91250938e+00  1.14580784e+02 
 9.44060876e+00  1.13356699e+02 
 1.00000000e+01  1.12179964e+02 
 1.05925373e+01  1.11050658e+02 
 1.12201845e+01  1.09968551e+02 
 1.18850223e+01  1.08933150e+02 
 1.25892541e+01  1.07943734e+02 
 1.33352143e+01  1.06999388e+02 
 1.41253754e+01  1.06099039e+02 
 1.49623566e+01  1.05241486e+02 
 1.58489319e+01  1.04425427e+02 
 1.67880402e+01  1.03649484e+02 
 1.77827941e+01  1.02912227e+02 
 1.88364909e+01  1.02212191e+02 
 1.99526231e+01  1.01547895e+02 
 2.11348904e+01  1.00917853e+02 
 2.23872114e+01  1.00320588e+02 
 2.37137371e+01  9.97546405e+01 
 2.51188643e+01  9.92185785e+01 
 2.66072506e+01  9.87110014e+01 
 2.81838293e+01  9.82305465e+01 
 2.98538262e+01  9.77758923e+01 
 3.16227766e+01  9.73457616e+01 
 3.34965439e+01  9.69389231e+01 
 3.54813389e+01  9.65541931e+01 
 3.75837404e+01  9.61904356e+01 
 3.98107171e+01  9.58465624e+01 
 4.21696503e+01  9.55215331e+01 
 4.46683592e+01  9.52143545e+01 
 4.73151259e+01  9.49240791e+01 
 5.01187234e+01  9.46498046e+01 
 5.30884444e+01  9.43906723e+01 
 5.62341325e+01  9.41458659e+01 
 5.95662144e+01  9.39146097e+01 
 6.30957344e+01  9.36961675e+01 
 6.68343918e+01  9.34898407e+01 
 7.07945784e+01  9.32949668e+01 
 7.49894209e+01  9.31109181e+01 
 7.94328235e+01  9.29370997e+01 
 8.41395142e+01  9.27729482e+01 
 8.91250938e+01  9.26179305e+01 
 9.44060876e+01  9.24715418e+01 
 1.00000000e+02  9.23333045e+01 
 1.05925373e+02  9.22027669e+01 
 1.12201845e+02  9.20795017e+01 
 1.18850223e+02  9.19631049e+01 
 1.25892541e+02  9.18531946e+01 
 1.33352143e+02  9.17494097e+01 
 1.41253754e+02  9.16514089e+01 
 1.49623566e+02  9.15588696e+01 
 1.58489319e+02  9.14714872e+01 
 1.67880402e+02  9.13889735e+01 
 1.77827941e+02  9.13110564e+01 
 1.88364909e+02  9.12374788e+01 
 1.99526231e+02  9.11679979e+01 
 2.11348904e+02  9.11023841e+01 
 2.23872114e+02  9.10404206e+01 
 2.37137371e+02  9.09819026e+01 
 2.51188643e+02  9.09266366e+01 
