ugf_hz
3.657879000000000233e+05
3.657765000000000000e+05
3.782350000000000000e+05
3.686904000000000233e+05
3.540905000000000000e+05
3.658405999999999767e+05
3.694525000000000000e+05
3.803202000000000116e+05
3.879010000000000000e+05
3.629417999999999884e+05
3.577542999999999884e+05
3.670065999999999767e+05
3.635604000000000233e+05
3.656117999999999884e+05
3.610965999999999767e+05
3.668357999999999884e+05
3.602260000000000000e+05
3.562250000000000000e+05
3.622210999999999767e+05
3.622864000000000233e+05
3.496277000000000116e+05
3.737027000000000116e+05
3.801187999999999884e+05
3.740860999999999767e+05
3.675467999999999884e+05
3.639552000000000116e+05
3.700957000000000116e+05
3.665252000000000116e+05
3.542050000000000000e+05
3.734560000000000000e+05
3.514852999999999884e+05
3.668497999999999884e+05
3.734524000000000233e+05
3.595530999999999767e+05
3.755175000000000000e+05
3.740840999999999767e+05
3.676547999999999884e+05
3.458560999999999767e+05
3.837454000000000233e+05
3.625365000000000000e+05
3.607469000000000233e+05
3.631549000000000233e+05
3.722905000000000000e+05
3.601085999999999767e+05
3.706492000000000116e+05
3.855320999999999767e+05
3.478642999999999884e+05
3.778434000000000233e+05
3.478042999999999884e+05
3.719810999999999767e+05
3.554555000000000000e+05
3.675437000000000116e+05
3.645340000000000000e+05
3.549712000000000116e+05
3.817605000000000000e+05
3.655830999999999767e+05
3.762002000000000116e+05
3.856677000000000116e+05
3.543259000000000233e+05
3.745897000000000116e+05
3.659445999999999767e+05
3.794940000000000000e+05
3.759890000000000000e+05
3.728274000000000233e+05
3.623290999999999767e+05
3.576542000000000116e+05
3.684170000000000000e+05
3.552319000000000233e+05
3.834812000000000116e+05
3.592629000000000233e+05
3.753164000000000233e+05
3.566475000000000000e+05
3.749017000000000116e+05
3.562605999999999767e+05
3.613775999999999767e+05
3.663490999999999767e+05
3.778634000000000233e+05
3.626190000000000000e+05
3.889537000000000116e+05
3.602552000000000116e+05
3.559110999999999767e+05
3.703920999999999767e+05
3.709580000000000000e+05
3.811195999999999767e+05
3.515670000000000000e+05
3.655239000000000233e+05
3.670827999999999884e+05
3.848920999999999767e+05
3.643872000000000116e+05
3.660407999999999884e+05
3.800179000000000233e+05
3.829850000000000000e+05
3.766742999999999884e+05
3.574090999999999767e+05
3.741559000000000233e+05
3.628174000000000233e+05
3.574797999999999884e+05
3.730817000000000116e+05
3.613945999999999767e+05
3.654610999999999767e+05
3.599719000000000233e+05
3.714677000000000116e+05
3.751705000000000000e+05
3.597032000000000116e+05
3.670499000000000233e+05
3.676052000000000116e+05
3.562387999999999884e+05
3.619917000000000116e+05
3.734235000000000000e+05
3.750325999999999767e+05
3.734359000000000233e+05
3.627692000000000116e+05
3.656689000000000233e+05
3.770599000000000233e+05
3.545527999999999884e+05
3.371950000000000000e+05
3.682517999999999884e+05
3.722865999999999767e+05
3.653330000000000000e+05
3.726167999999999884e+05
3.683245000000000000e+05
3.733280000000000000e+05
3.575302000000000116e+05
3.546709000000000233e+05
3.639252999999999884e+05
3.652405999999999767e+05
3.582137999999999884e+05
3.638280999999999767e+05
3.556582999999999884e+05
3.417514000000000233e+05
3.868032000000000116e+05
3.680022000000000116e+05
3.550090000000000000e+05
3.519832999999999884e+05
3.705927999999999884e+05
3.558312999999999884e+05
3.728187000000000116e+05
3.448667999999999884e+05
3.713622000000000116e+05
3.501724000000000233e+05
3.778742000000000116e+05
3.565270000000000000e+05
3.701055000000000000e+05
3.651230000000000000e+05
3.677759000000000233e+05
3.477030999999999767e+05
3.618480999999999767e+05
3.769752999999999884e+05
3.679849000000000233e+05
3.897675999999999767e+05
3.532225000000000000e+05
3.689285000000000000e+05
3.623630000000000000e+05
3.719692999999999884e+05
3.694967000000000116e+05
3.659230999999999767e+05
3.752252999999999884e+05
3.633827000000000116e+05
3.477745000000000000e+05
3.454810999999999767e+05
3.604812000000000116e+05
3.509950000000000000e+05
3.618105999999999767e+05
3.842880000000000000e+05
3.736465000000000000e+05
3.636385999999999767e+05
3.690102999999999884e+05
3.763025000000000000e+05
3.832410000000000000e+05
3.746010999999999767e+05
3.610262999999999884e+05
3.715579000000000233e+05
3.535044000000000233e+05
3.555095999999999767e+05
3.677977999999999884e+05
3.829697000000000116e+05
3.633107000000000116e+05
3.720670000000000000e+05
3.755430999999999767e+05
3.711709000000000233e+05
3.655577999999999884e+05
3.759105999999999767e+05
3.695955000000000000e+05
3.893050999999999767e+05
3.696267999999999884e+05
3.663444000000000233e+05
3.606335999999999767e+05
3.748592000000000116e+05
3.721222999999999884e+05
3.662970999999999767e+05
3.758844000000000233e+05
3.733929000000000233e+05
3.708582999999999884e+05
3.777922000000000116e+05
3.608422999999999884e+05
3.624512999999999884e+05
3.489300000000000000e+05
3.660797999999999884e+05
3.538705999999999767e+05
3.553137999999999884e+05
