 1.00000000e+00  1.66491252e+02 
 1.05925373e+00  1.65722675e+02 
 1.12201845e+00  1.64914246e+02 
 1.18850223e+00  1.64064574e+02 
 1.25892541e+00  1.63172344e+02 
 1.33352143e+00  1.62236332e+02 
 1.41253754e+00  1.61255439e+02 
 1.49623566e+00  1.60228719e+02 
 1.58489319e+00  1.59155410e+02 
 1.67880402e+00  1.58034974e+02 
 1.77827941e+00  1.56867131e+02 
 1.88364909e+00  1.55651898e+02 
 1.99526231e+00  1.54389624e+02 
 2.11348904e+00  1.53081034e+02 
 2.23872114e+00  1.51727256e+02 
 2.37137371e+00  1.50329854e+02 
 2.51188643e+00  1.48890849e+02 
 2.66072506e+00  1.47412738e+02 
 2.81838293e+00  1.45898492e+02 
 2.98538262e+00  1.44351554e+02 
 3.16227766e+00  1.42775817e+02 
 3.34965439e+00  1.41175592e+02 
 3.54813389e+00  1.39555556e+02 
 3.75837404e+00  1.37920697e+02 
 3.98107171e+00  1.36276240e+02 
 4.21696503e+00  1.34627564e+02 
 4.46683592e+00  1.32980121e+02 
 4.73151259e+00  1.31339339e+02 
 5.01187234e+00  1.29710540e+02 
 5.30884444e+00  1.28098849e+02 
 5.62341325e+00  1.26509123e+02 
 5.95662144e+00  1.24945881e+02 
 6.30957344e+00  1.23413249e+02 
 6.68343918e+00  1.21914921e+02 
 7.07945784e+00  1.20454129e+02 
 7.49894209e+00  1.19033629e+02 
 7.94328235e+00  1.17655702e+02 
 8.41395142e+00  1.16322160e+02 
 8.91250938e+00  1.15034368e+02 
 9.44060876e+00  1.13793268e+02 
 1.00000000e+01  1.12599408e+02 
 1.05925373e+01  1.11452986e+02 
 1.12201845e+01  1.10353878e+02 
 1.18850223e+01  1.09301683e+02 
 1.25892541e+01  1.08295758e+02 
 1.33352143e+01  1.07335253e+02 
 1.41253754e+01  1.06419149e+02 
 1.49623566e+01  1.05546287e+02 
 1.58489319e+01  1.04715399e+02 
 1.67880402e+01  1.03925132e+02 
 1.77827941e+01  1.03174072e+02 
 1.88364909e+01  1.02460765e+02 
 1.99526231e+01  1.01783734e+02 
 2.11348904e+01  1.01141493e+02 
 2.23872114e+01  1.00532561e+02 
 2.37137371e+01  9.99554709e+01 
 2.51188643e+01  9.94087798e+01 
 2.66072506e+01  9.88910751e+01 
 2.81838293e+01  9.84009800e+01 
 2.98538262e+01  9.79371578e+01 
 3.16227766e+01  9.74983150e+01 
 3.34965439e+01  9.70832036e+01 
 3.54813389e+01  9.66906226e+01 
 3.75837404e+01  9.63194186e+01 
 3.98107171e+01  9.59684863e+01 
 4.21696503e+01  9.56367681e+01 
 4.46683592e+01  9.53232538e+01 
 4.73151259e+01  9.50269795e+01 
 5.01187234e+01  9.47470267e+01 
 5.30884444e+01  9.44825211e+01 
 5.62341325e+01  9.42326313e+01 
 5.95662144e+01  9.39965672e+01 
 6.30957344e+01  9.37735783e+01 
 6.68343918e+01  9.35629527e+01 
 7.07945784e+01  9.33640150e+01 
 7.49894209e+01  9.31761252e+01 
 7.94328235e+01  9.29986766e+01 
