pm_deg
8.903552999999999429e+01
8.903495999999999810e+01
8.903406999999999982e+01
8.903374999999999773e+01
8.903745999999999583e+01
8.903292999999999324e+01
8.903216000000000463e+01
8.903377000000000407e+01
8.903410999999999831e+01
8.903457000000000221e+01
8.903679999999999950e+01
8.903555000000000064e+01
8.903561000000000547e+01
8.903434000000000026e+01
8.903271999999999764e+01
8.903386999999999318e+01
8.903200999999999965e+01
8.903651000000000693e+01
8.903603999999999985e+01
8.903583999999999321e+01
8.903780999999999324e+01
8.903686000000000433e+01
8.903516000000000474e+01
8.903319000000000472e+01
8.903530999999999551e+01
8.903145999999999560e+01
8.903351999999999578e+01
8.903437999999999874e+01
8.903413999999999362e+01
8.903432999999999709e+01
8.903412000000000148e+01
8.903641000000000361e+01
8.903347999999999729e+01
8.903613000000000000e+01
8.903374999999999773e+01
8.903646999999999423e+01
8.903467999999999449e+01
8.903726000000000340e+01
8.903467999999999449e+01
8.903325999999999851e+01
8.903861000000000558e+01
8.903597999999999502e+01
8.903396999999999650e+01
8.903287000000000262e+01
8.903069999999999595e+01
8.903320999999999685e+01
8.903409000000000617e+01
8.903055000000000518e+01
8.903450999999999738e+01
8.903396999999999650e+01
8.903296000000000276e+01
8.903565999999999292e+01
8.903383999999999787e+01
8.903340000000000032e+01
8.903441999999999723e+01
8.903282000000000096e+01
8.903061999999999898e+01
8.903198000000000434e+01
8.903493000000000279e+01
8.903182999999999936e+01
8.903198000000000434e+01
8.903542000000000201e+01
8.903154999999999575e+01
8.903060000000000684e+01
8.903271999999999764e+01
8.903932000000000357e+01
8.903607999999999834e+01
8.903369000000000710e+01
8.903381000000000256e+01
8.903637000000000512e+01
8.903188000000000102e+01
8.903820000000000334e+01
8.903274000000000399e+01
8.903257000000000687e+01
8.903508999999999673e+01
8.903640000000000043e+01
8.903150999999999726e+01
8.903470000000000084e+01
8.903636000000000195e+01
8.903358000000000061e+01
8.903615000000000634e+01
8.903279000000000565e+01
8.903472999999999615e+01
8.903276999999999930e+01
8.903382000000000573e+01
8.903539999999999566e+01
8.903364999999999441e+01
8.903324000000000638e+01
8.903628000000000497e+01
8.903457000000000221e+01
8.903575999999999624e+01
8.903444000000000358e+01
8.903228000000000009e+01
8.903202000000000282e+01
8.903306999999999505e+01
8.903471999999999298e+01
8.903369000000000710e+01
8.903540999999999883e+01
8.903337999999999397e+01
8.903574999999999307e+01
8.903427999999999543e+01
8.903403000000000134e+01
8.903234999999999388e+01
8.903486999999999796e+01
8.903459999999999752e+01
8.903269000000000233e+01
8.903512999999999522e+01
8.903427999999999543e+01
8.903740999999999417e+01
8.903216999999999359e+01
8.903212999999999511e+01
8.903718000000000643e+01
8.903427000000000646e+01
8.903597000000000605e+01
8.903745000000000687e+01
8.903624000000000649e+01
8.903714999999999691e+01
8.903379999999999939e+01
8.903328999999999382e+01
8.903596000000000288e+01
8.903828000000000031e+01
8.902922999999999831e+01
8.903296000000000276e+01
8.903616999999999848e+01
8.903681000000000267e+01
8.903369000000000710e+01
8.903454000000000690e+01
8.902863999999999578e+01
8.903431999999999391e+01
8.903425000000000011e+01
8.903073000000000548e+01
8.903127000000000635e+01
8.903454000000000690e+01
8.903821000000000652e+01
8.902920000000000300e+01
8.903624000000000649e+01
8.903542000000000201e+01
8.903499999999999659e+01
8.903074999999999761e+01
8.903571999999999775e+01
8.903170000000000073e+01
8.903704000000000462e+01
8.903556000000000381e+01
8.903464999999999918e+01
8.903292999999999324e+01
8.903230999999999540e+01
8.903471000000000402e+01
8.903328000000000486e+01
8.903731999999999402e+01
8.903633999999999560e+01
8.903703000000000145e+01
8.903419999999999845e+01
8.903310000000000457e+01
8.903423999999999694e+01
8.903347999999999729e+01
8.903598999999999819e+01
8.903318000000000154e+01
8.903382000000000573e+01
8.903463000000000704e+01
8.903736000000000672e+01
8.903772999999999627e+01
8.903494999999999493e+01
8.903347999999999729e+01
8.903461000000000070e+01
8.903360000000000696e+01
8.903049000000000035e+01
8.903388999999999953e+01
8.903367000000000075e+01
8.903331000000000017e+01
8.903552000000000533e+01
8.903533000000000186e+01
8.903646999999999423e+01
8.903631000000000029e+01
8.903463999999999601e+01
8.903816000000000486e+01
8.903427000000000646e+01
8.903149999999999409e+01
8.903410999999999831e+01
8.903721000000000174e+01
8.903284999999999627e+01
8.903363000000000227e+01
8.903706999999999994e+01
8.903238000000000341e+01
8.903592999999999336e+01
8.903409000000000617e+01
8.903395999999999333e+01
8.903555000000000064e+01
8.903203999999999496e+01
8.903454999999999586e+01
8.903294999999999959e+01
8.903471000000000402e+01
8.903453000000000372e+01
8.903386000000000422e+01
8.903233000000000175e+01
8.903555000000000064e+01
8.903552999999999429e+01
8.903552999999999429e+01
8.903625999999999863e+01
8.903663000000000238e+01
8.902985999999999933e+01
