 1.00000000e+00  7.47415282e+01 
 1.04712855e+00  7.51501943e+01 
 1.09647820e+00  7.55583632e+01 
 1.14815362e+00  7.59661013e+01 
 1.20226443e+00  7.63734722e+01 
 1.25892541e+00  7.67805364e+01 
 1.31825674e+00  7.71873526e+01 
 1.38038426e+00  7.75939773e+01 
 1.44543977e+00  7.80004659e+01 
 1.51356125e+00  7.84068725e+01 
 1.58489319e+00  7.88132512e+01 
 1.65958691e+00  7.92196556e+01 
 1.73780083e+00  7.96261400e+01 
 1.81970086e+00  8.00327593e+01 
 1.90546072e+00  8.04395699e+01 
 1.99526231e+00  8.08466298e+01 
 2.08929613e+00  8.12539995e+01 
 2.18776162e+00  8.16617422e+01 
 2.29086765e+00  8.20699245e+01 
 2.39883292e+00  8.24786170e+01 
 2.51188643e+00  8.28878949e+01 
 2.63026799e+00  8.32978387e+01 
 2.75422870e+00  8.37085350e+01 
 2.88403150e+00  8.41200772e+01 
 3.01995172e+00  8.45325664e+01 
 3.16227766e+00  8.49461125e+01 
 3.31131121e+00  8.53608352e+01 
 3.46736850e+00  8.57768652e+01 
 3.63078055e+00  8.61943453e+01 
 3.80189396e+00  8.66134322e+01 
 3.98107171e+00  8.70342979e+01 
 4.16869383e+00  8.74571317e+01 
 4.36515832e+00  8.78821418e+01 
 4.57088190e+00  8.83095583e+01 
 4.78630092e+00  8.87396353e+01 
 5.01187234e+00  8.91726539e+01 
 5.24807460e+00  8.96089258e+01 
 5.49540874e+00  9.00487966e+01 
 5.75439937e+00  9.04926511e+01 
 6.02559586e+00  9.09409172e+01 
 6.30957344e+00  9.13940727e+01 
 6.60693448e+00  9.18526513e+01 
 6.91830971e+00  9.23172510e+01 
 7.24435960e+00  9.27885428e+01 
 7.58577575e+00  9.32672817e+01 
 7.94328235e+00  9.37543192e+01 
 8.31763771e+00  9.42506185e+01 
 8.70963590e+00  9.47572723e+01 
 9.12010839e+00  9.52755241e+01 
 9.54992586e+00  9.58067945e+01 
 1.00000000e+01  9.63527119e+01 
 1.04712855e+01  9.69151512e+01 
 1.09647820e+01  9.74962798e+01 
 1.14815362e+01  9.80986156e+01 
 1.20226443e+01  9.87250967e+01 
 1.25892541e+01  9.93791692e+01 
 1.31825674e+01  1.00064893e+02 
 1.38038426e+01  1.00787073e+02 
 1.44543977e+01  1.01551408e+02 
 1.51356125e+01  1.02364666e+02 
 1.58489319e+01  1.03234844e+02 
 1.65958691e+01  1.04171255e+02 
 1.73780083e+01  1.05184357e+02 
 1.81970086e+01  1.06284864e+02 
 1.90546072e+01  1.07481010e+02 
 1.99526231e+01  1.08771242e+02 
 2.08929613e+01  1.10126275e+02 
 2.18776162e+01  1.11450660e+02 
 2.29086765e+01  1.12526489e+02 
 2.39883292e+01  1.13021873e+02 
 2.51188643e+01  1.12718372e+02 
 2.63026799e+01  1.11755399e+02 
 2.75422870e+01  1.10467033e+02 
 2.88403150e+01  1.09106932e+02 
 3.01995172e+01  1.07796016e+02 
 3.16227766e+01  1.06575523e+02 
 3.31131121e+01  1.05451656e+02 
 3.46736850e+01  1.04417667e+02 
 3.63078055e+01  1.03463093e+02 
 3.80189396e+01  1.02577285e+02 
 3.98107171e+01  1.01750609e+02 
 4.16869383e+01  1.00974741e+02 
 4.36515832e+01  1.00242620e+02 
 4.57088190e+01  9.95482958e+01 
 4.78630092e+01  9.88867553e+01 
 5.01187234e+01  9.82537656e+01 
 5.24807460e+01  9.76457381e+01 
 5.49540874e+01  9.70596169e+01 
 5.75439937e+01  9.64927865e+01 
 6.02559586e+01  9.59429983e+01 
 6.30957344e+01  9.54083095e+01 
 6.60693448e+01  9.48870345e+01 
 6.91830971e+01  9.43777048e+01 
 7.24435960e+01  9.38790360e+01 
 7.58577575e+01  9.33899008e+01 
 7.94328235e+01  9.29093064e+01 
 8.31763771e+01  9.24363760e+01 
 8.70963590e+01  9.19703330e+01 
 9.12010839e+01  9.15104878e+01 
 9.54992586e+01  9.10562267e+01 
 1.00000000e+02  9.06070023e+01 
 1.04712855e+02  9.01623255e+01 
 1.09647820e+02  8.97217582e+01 
 1.14815362e+02  8.92849078e+01 
 1.20226443e+02  8.88514216e+01 
 1.25892541e+02  8.84209826e+01 
 1.31825674e+02  8.79933052e+01 
 1.38038426e+02  8.75681321e+01 
 1.44543977e+02  8.71452310e+01 
