pm_deg
89.1808
89.1606
89.1924
89.1879
89.1634
89.2153
89.1912
89.2161
89.1801
89.1568
89.2225
89.2577
89.2065
89.2052
89.1947
89.1993
89.205
89.23
89.1977
89.1864
89.1999
89.2164
89.1959
89.2069
89.2076
89.2281
89.1964
89.2421
89.1973
89.1683
89.1984
89.1823
89.1758
89.2183
89.2056
89.2096
89.2064
89.1803
89.2234
89.1922
89.1656
89.2086
89.1717
89.1886
89.2026
89.2314
89.2081
89.2035
89.2179
89.2192
89.24
89.1693
89.1851
89.1941
89.1887
89.1839
89.2363
89.2105
89.2303
89.2121
89.1958
89.2172
89.2417
89.2165
89.2087
89.205
89.2064
89.2157
89.2148
89.1836
89.1916
89.2117
89.1717
89.2278
89.196
89.2178
89.2131
89.2018
89.2027
89.2284
89.2066
89.1995
89.187
89.195
89.1729
89.2151
89.1985
89.1697
89.2148
89.2168
89.2191
89.2021
89.2203
89.2115
89.2174
89.1984
89.2122
89.1788
89.1577
89.1814
89.2233
89.185
89.2142
89.2458
89.1942
89.2202
89.1742
89.1928
89.2212
89.2108
89.2355
89.1912
89.1868
89.2146
89.1644
89.2156
89.2223
89.1919
89.177
89.2077
89.1878
89.2029
89.1853
89.2233
89.2156
89.1945
89.1538
89.1965
89.2076
89.1968
89.1814
89.1893
89.195
89.2068
89.2134
89.1729
89.1736
89.209
89.2148
89.157
89.2198
89.2019
89.1928
89.2039
89.1677
89.2213
89.1906
89.1951
89.1741
89.1845
89.1895
89.2029
89.2148
89.2096
89.1732
89.2056
89.2069
89.2015
89.209
89.1646
89.2152
89.1999
89.2086
89.2554
89.1993
89.2199
89.1647
89.2259
89.1647
89.2232
89.2058
89.2029
89.197
89.2066
89.2243
89.2097
89.2041
89.2178
89.213
89.2202
89.2063
89.2076
89.1906
89.2327
89.1954
89.242
89.2181
89.1997
89.2166
89.1995
89.2342
89.2113
89.2148
89.2227
89.1816
89.1616
89.2335
89.1889
89.2092
89.2048
